2024-08-06 10:30:37: -- 分析开始 Periodic Timer
2024-08-06 10:30:40: Do Not Propagate Deletions: 1-way deletions reverted: 5357
2024-08-06 10:30:40: 变更：242， 冲突：0， 复制时间：0， 复制状态：0， 错误： 0, All: 33144
2024-08-06 10:30:40: Left to Right: Copy File: 242 
2024-08-06 10:30:40: == 同步开始由 Periodic Timer
2024-08-06 10:30:40: File Systems limited number of parallel threads to 8
2024-08-06 10:30:40: 新建复制 'F:/photo_script/donephotos/2023/10/20231031_180016.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/10/20231031_180016.jpg' (122,635)
2024-08-06 10:30:40: 新建复制 'F:/photo_script/donephotos/2023/10/20231031_180914.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/10/20231031_180914.jpg' (132,836)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/10/20231031_180928.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/10/20231031_180928.jpg' (182,226)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_201904.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_201904.jpg' (2,503,860)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_201857.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_201857.jpg' (2,704,939)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_195149.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_195149.jpg' (3,017,227)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_201930.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_201930.jpg' (2,496,573)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_201931.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_201931.jpg' (2,401,194)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_205216.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_205216.jpg' (2,715,289)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_205233.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_205233.jpg' (2,467,118)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_213738.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_213738.jpg' (2,806,908)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_214436.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_214436.jpg' (2,618,145)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_214446.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_214446.jpg' (2,669,823)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_092919.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_092919.jpg' (3,452,349)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_095138.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_095138.jpg' (2,946,524)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_095847.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_095847.jpg' (2,994,793)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231111_222201.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231111_222201.jpg' (6,389,634)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_100218.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_100218.jpg' (2,316,092)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_092906.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_092906.jpg' (6,608,522)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_111041.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_111041.jpg' (2,842,266)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_095149.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_095149.jpg' (6,863,152)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_112756.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_112756.jpg' (4,938,414)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_120820.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_120820.jpg' (3,020,404)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_192246.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_192246.jpg' (2,650,651)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_191458.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_191458.jpg' (3,967,041)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_182339.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_182339.jpg' (4,270,546)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_192927.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_192927.jpg' (2,918,942)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_182323.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_182323.jpg' (4,897,303)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_123449.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_123449.jpg' (7,231,358)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_193147.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_193147.jpg' (2,884,101)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_192935.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_192935.jpg' (4,989,237)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_193158.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_193158.jpg' (4,153,241)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_193309.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_193309.jpg' (2,927,684)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_193420.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_193420.jpg' (1,983,278)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_193340.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_193340.jpg' (3,598,446)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_193222.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_193222.jpg' (4,532,726)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_193350.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_193350.jpg' (4,410,278)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_193445.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_193445.jpg' (3,546,367)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_195918.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_195918.jpg' (2,227,946)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_195606.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_195606.jpg' (3,085,346)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231112_203905.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231112_203905.jpg' (1,977,645)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231113_215832.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231113_215832.jpg' (2,717,204)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231114_121426.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231114_121426.jpg' (2,715,903)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231114_121209.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231114_121209.jpg' (2,618,515)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231114_115917.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231114_115917.jpg' (3,602,899)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231114_121433.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231114_121433.jpg' (2,770,503)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231114_121610.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231114_121610.jpg' (2,375,553)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231114_142821.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231114_142821.jpg' (4,638,590)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231114_142823.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231114_142823.jpg' (4,182,258)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_201057.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_201057.jpg' (2,893,994)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_200638.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_200638.jpg' (3,351,136)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_201626.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_201626.jpg' (3,105,226)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_201632.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_201632.jpg' (3,079,770)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_201407.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_201407.jpg' (3,441,136)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_203343.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_203343.jpg' (4,462,819)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_213742.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_213742.jpg' (2,053,960)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_203350.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_203350.jpg' (3,223,072)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_210713.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_210713.jpg' (2,466,760)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_203649.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_203649.jpg' (3,407,433)
2024-08-06 10:30:41: 新建复制 'F:/photo_script/donephotos/2023/11/20231115_203932.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231115_203932.jpg' (3,297,892)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231116_111506.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231116_111506.jpg' (4,279,521)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231116_111510.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231116_111510.jpg' (3,979,266)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231116_113730.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231116_113730.jpg' (3,175,969)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231117_072030.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231117_072030.jpg' (2,223,834)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231116_135527.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231116_135527.jpg' (2,386,582)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231117_071958.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231117_071958.jpg' (2,350,980)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231117_133431.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231117_133431.jpg' (2,936,790)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231116_132502.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231116_132502.jpg' (3,583,828)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231117_133432.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231117_133432.jpg' (2,260,941)
2024-08-06 10:30:42: 新建复制 'F:/photo_script/donephotos/2023/11/20231117_134124.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2023/11/20231117_134124.jpg' (3,382,064)
