2024-08-06 21:50:31: -- 分析开始 Periodic Timer
2024-08-06 21:50:35: Do Not Propagate Deletions: 1-way deletions reverted: 22646
2024-08-06 21:50:36: 变更：170， 冲突：0， 复制时间：0， 复制状态：0， 错误： 0, All: 49119
2024-08-06 21:50:36: Left to Right: Copy File: 170 
2024-08-06 21:50:36: == 同步开始由 Periodic Timer
2024-08-06 21:50:36: File Systems limited number of parallel threads to 8
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124355.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124355.jpg' (171,896)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124339.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124339.jpg' (209,469)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124354.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124354.jpg' (186,875)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124338.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124338.jpg' (250,991)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_165455.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_165455.jpg' (154,359)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_164754.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_164754.jpg' (80,568)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124456.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124456.jpg' (722,461)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_220930.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_220930.jpg' (216,769)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_220545.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_220545.jpg' (218,733)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_220552.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_220552.jpg' (244,010)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_220945.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_220945.jpg' (168,723)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_220936.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_220936.jpg' (161,821)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_003527.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_003527.jpg' (226,747)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_003541.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_003541.jpg' (239,360)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_003520.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_003520.jpg' (256,429)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_003604.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_003604.jpg' (222,318)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_011647.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_011647.jpg' (114,181)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_011944.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_011944.jpg' (239,337)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_011953.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_011953.jpg' (249,965)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_102955.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_102955.jpg' (198,211)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_012325.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_012325.jpg' (266,013)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_174103.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_174103.jpg' (171,353)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_122041.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_122041.jpg' (108,098)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_091535.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_091535.jpg' (960,684)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_091538.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_091538.jpg' (2,151,840)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_203330.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_203330.jpg' (197,000)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_194134.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_194134.jpg' (636,813)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_203334.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_203334.jpg' (215,567)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181002_203341.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181002_203341.jpg' (206,092)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181005_205153.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181005_205153.jpg' (254,239)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181005_205301.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181005_205301.jpg' (242,027)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181005_205215.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181005_205215.jpg' (248,453)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181004_183644.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181004_183644.jpg' (525,447)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181007_103050.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181007_103050.jpg' (129,640)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181005_211019.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181005_211019.jpg' (766,135)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181007_211640.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181007_211640.jpg' (683,302)
2024-08-06 21:50:38: == 同步完成. 历时: 00:00:07, 速度: 8.80 MB/s, 完成: 170, 错误: 0
