2024-08-06 21:50:31: -- 分析开始 Periodic Timer
2024-08-06 21:50:35: Do Not Propagate Deletions: 1-way deletions reverted: 22646
2024-08-06 21:50:36: 变更：170， 冲突：0， 复制时间：0， 复制状态：0， 错误： 0, All: 49119
2024-08-06 21:50:36: Left to Right: Copy File: 170 
2024-08-06 21:50:36: == 同步开始由 Periodic Timer
2024-08-06 21:50:36: File Systems limited number of parallel threads to 8
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180909_191055.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180909_191055.jpg' (243,815)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180911_053424.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180911_053424.jpg' (190,591)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180911_053426.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180911_053426.jpg' (173,570)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180911_053430.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180911_053430.jpg' (204,174)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180911_053441.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180911_053441.jpg' (242,497)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180911_193212.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180911_193212.jpg' (244,453)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180921_121232.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180921_121232.jpg' (83,890)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180921_121301.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180921_121301.jpg' (85,366)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180921_122320.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180921_122320.jpg' (80,479)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180917_150105.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180917_150105.jpg' (289,894)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180921_200310.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180921_200310.jpg' (810,951)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180921_211917.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180921_211917.jpg' (230,339)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180921_212036.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180921_212036.jpg' (199,849)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180921_212047.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180921_212047.jpg' (181,181)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180923_133716.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180923_133716.jpg' (126,811)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_050226.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_050226.jpg' (77,469)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180923_211320.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180923_211320.jpg' (254,478)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_050258.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_050258.jpg' (658,637)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_052448.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_052448.jpg' (179,081)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_061250.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_061250.jpg' (119,084)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_061338.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_061338.jpg' (91,471)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_111045.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_111045.jpg' (244,736)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_111141.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_111141.jpg' (249,690)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_115233.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_115233.jpg' (78,600)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_141112.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_141112.jpg' (341,392)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_143738.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_143738.jpg' (200,702)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_142452.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_142452.jpg' (270,953)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180926_133309.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180926_133309.jpg' (148,061)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_193018.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_193018.jpg' (542,841)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180924_193020.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180924_193020.jpg' (551,455)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180926_213529.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180926_213529.jpg' (344,260)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180926_213534.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180926_213534.jpg' (302,110)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_012728.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_012728.jpg' (253,117)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_012739.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_012739.jpg' (253,382)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_102535.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_102535.jpg' (69,964)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_103352.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_103352.jpg' (85,602)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_103536.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_103536.jpg' (89,325)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_104228.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_104228.jpg' (79,567)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_104329.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_104329.jpg' (74,330)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_104556.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_104556.jpg' (90,604)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_111758.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_111758.jpg' (252,133)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_152318.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_152318.jpg' (82,865)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_184005.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_184005.jpg' (253,693)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_184057.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_184057.jpg' (222,702)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_193525.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_193525.jpg' (269,702)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_211617.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_211617.jpg' (219,612)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180927_211610.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180927_211610.jpg' (208,096)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180928_154923.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180928_154923.jpg' (193,733)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180928_203247.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180928_203247.jpg' (214,919)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180928_155035.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180928_155035.jpg' (78,645)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180928_203241.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180928_203241.jpg' (321,680)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180928_211140.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180928_211140.jpg' (537,239)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180928_215827.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180928_215827.jpg' (307,069)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_151313.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_151313.jpg' (110,261)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_151237.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_151237.jpg' (149,586)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_151309.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_151309.jpg' (112,622)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_144018.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_144018.jpg' (200,906)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_151319.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_151319.jpg' (184,503)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_141911.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_141911.jpg' (286,470)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_141920.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_141920.jpg' (319,171)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_162901.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_162901.jpg' (640,501)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_200357.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_200357.jpg' (241,254)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_192754.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_192754.jpg' (258,757)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_075557.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_075557.jpg' (162,486)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_200402.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_200402.jpg' (239,181)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_185655.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_185655.jpg' (336,194)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_200358.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_200358.jpg' (264,390)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180929_200405.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180929_200405.jpg' (276,091)
2024-08-06 21:50:36: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_080651.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_080651.jpg' (140,327)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_091844.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_091844.jpg' (97,339)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_123816.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_123816.jpg' (75,493)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_123652.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_123652.jpg' (97,280)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_182040.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_182040.jpg' (518,695)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_234747.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_234747.jpg' (336,156)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124148.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124148.jpg' (261,009)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124135.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124135.jpg' (240,577)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_183414.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_183414.jpg' (791,191)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_123838.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_123838.jpg' (322,329)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/09/20180930_234801.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/09/20180930_234801.jpg' (269,180)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124136.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124136.jpg' (250,047)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124149.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124149.jpg' (256,621)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124155.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124155.jpg' (477,880)
2024-08-06 21:50:37: 覆盖复制 'F:/photo_script/donephotos/2018/10/20181001_124150.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124150.jpg' (270,782)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124203.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124203.jpg' (402,735)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124204.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124204.jpg' (413,104)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124202.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124202.jpg' (303,771)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124214.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124214.jpg' (291,951)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124207.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124207.jpg' (301,534)
2024-08-06 21:50:37: 新建复制 'F:/photo_script/donephotos/2018/10/20181001_124327.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/10/20181001_124327.jpg' (303,494)
